time_taken,gender,age,region,urbanicity,education,would_vote_for,political_orientation,ethnicity,religion,factory_farms_animals_percentage,factory_farms_chickens_percentage,animal_ag_emissions_percentage,uk_vegetarian_percentage,uk_vegan_percentage,switch_supermarket_cull_free_eggs,wtp_bcc,animal_welfare_important,taste_over_welfare,interest_trying_pb,current_diet,current_diet_duration,reduce_meat_consumption_important,tried_veg_ever,reasons_stop_veg,reasons_stay_veg,reduce_meat_future,reduce_meat_next_yr,reduce_red_meat_past_yr,motivation_reduce_red_meat,increased_animal_products_past_yr,religious_dietary_requirements,reduce_meat_health,reduce_meat_taste,reduce_meat_environment,reduce_meat_animal_welfare,pb_barrier_price,pb_barrier_taste,pb_barrier_convenience,pb_barrier_social_pressure,preferred_meat_alts,reason_stop_vegetarian,try_cultivated_meat,biggest_pb_barriers,biggest_pb_motivations,red_meat_consumption_3mo,poultry_consumption_3mo,seafood_consumption_3mo,dairy_consumption_3mo,egg_consumption_3mo,pb_meat_consumption_3mo,pb_fish_consumption_3mo,pb_milk_consumption_3mo,pb_dairy_consumption_3mo,pb_egg_consumption_3mo,pb_protein_consumption_3mo,fruits_vegetables_consumption_3mo,ma_fan_of_meat,ma_feel_bad_eating_meat,ma_meat_right,ma_meat_irreplaceable,ma_fine_meatless_diet,da_fan_of_dairy,da_feel_bad_eating_dairy,da_dairy_right,da_dairy_irreplaceable,da_fine_no_dairy,least_interested_pb_substitutes,neophobia_sampling_new_foods,neophobia_dont_trust_new_foods,neophobia_dont_try_unknown_food,neophobia_particular_about_food,neophobia_like_foods_different_countries,views_pb_diets,vegetarian_community,vegan_community,pet,bond_to_animals,pet_food_type,open_pb_pet_food,pb_pet_food_barriers_palatability,pb_pet_food_barriers_naturalness,pb_pet_food_barriers_health,pb_pet_food_barriers_price,pb_pet_food_barriers_availability,pb_pet_food_barriers_other,pb_pet_food_barriers_other_specify,importance_reduce_meat_general,age_category,education_numeric,gender_numeric,political_orientation_numeric,motivation_reduce_red_meat_other,motivation_reduce_red_meat_animal_welfare_i_was_concerned_about_the_welfare_of_animals_raised_for_food,motivation_reduce_red_meat_cost_i_reduced_my_consumption_due_to_the_rising_costs_of_red_meat,motivation_reduce_red_meat_environmental_i_was_concerned_about_the_environmental_impact_of_red_meat_production,motivation_reduce_red_meat_health_i_was_concerned_about_the_health_risks_associated_with_red_meat_consumption,motivation_reduce_red_meat_taste_i_didn_t_like_the_taste_of_red_meat_anymore,biggest_pb_motivations_other,biggest_pb_motivations_benefiting_the_animals,biggest_pb_motivations_benefiting_the_environment,biggest_pb_motivations_benefiting_your_health,biggest_pb_motivations_global_food_security,biggest_pb_motivations_improved_food_safety,biggest_pb_motivations_none,biggest_pb_motivations_saving_money,biggest_pb_motivations_taste_preference,biggest_pb_barriers_other,biggest_pb_barriers_health_reasons,biggest_pb_barriers_i_don_t_think_there_are_good_reasons_to_eat_less_meat,biggest_pb_barriers_i_don_t_know_how_to_prepare_cook_plant_based_food,biggest_pb_barriers_i_like_the_taste_of_meat_and_animal_products,biggest_pb_barriers_i_think_plant_based_foods_are_too_expensive,biggest_pb_barriers_i_think_that_eating_plant_based_is_too_inconvenient,biggest_pb_barriers_my_friends_and_peers_eat_meat_and_or_my_family_eat_meat,biggest_pb_barriers_no_barriers,increased_animal_products_past_yr_other,increased_animal_products_past_yr_chicken_i_have_increased_my_consumption_of_chicken,increased_animal_products_past_yr_dairy_i_have_increased_my_consumption_of_dairy_products,increased_animal_products_past_yr_eggs_i_have_increased_my_consumption_of_eggs,increased_animal_products_past_yr_fish_i_have_increased_my_consumption_of_fish,increased_animal_products_past_yr_i_haven_t_increased_my_consumption_of_any_other_animal_products,increased_animal_products_past_yr_no,increased_animal_products_past_yr_plant_based_dairy_alternatives_i_have_increased_my_consumption_of_plant_based_dairy_alternatives,increased_animal_products_past_yr_plant_based_meat_i_have_increased_my_consumption_of_plant_based_meat_alternatives,least_interested_pb_substitutes_other,least_interested_pb_substitutes_pb_burgers,least_interested_pb_substitutes_pb_mince,least_interested_pb_substitutes_plant_based_cheese,least_interested_pb_substitutes_plant_based_eggs,least_interested_pb_substitutes_plant_based_fish_seafood,least_interested_pb_substitutes_plant_based_meat_replacements_includes_pb_chicken_nuggets,least_interested_pb_substitutes_plant_based_milk_including_oat_milk,least_interested_pb_substitutes_almond_milk,least_interested_pb_substitutes_coconut_milk,least_interested_pb_substitutes_etc,least_interested_pb_substitutes_soy_milk,views_pb_diets_it_is_easy_to_eat_a_plant_based_diet,views_pb_diets_it_is_ethical_to_eat_a_plant_based_diet,views_pb_diets_it_is_expensive_to_eat_a_plant_based_diet,views_pb_diets_it_is_nutritious_to_eat_a_plant_based_diet,views_pb_diets_it_is_sustainable_to_eat_a_plant_based_diet,bond_to_animals_i_encounter_animals_on_a_daily_or_weekly_basis,bond_to_animals_i_feel_a_strong_connection_to_other_animals,bond_to_animals_i_grew_up_on_or_near_a_farm,bond_to_animals_i_grew_up_with_pets,bond_to_animals_i_have_a_lot_in_common_with_the_average_animal,bond_to_animals_i_have_a_strong_bond_with_one_or_more_animals_in_my_life,bond_to_animals_i_often_exhibit_positive_feelings_about_animals,bond_to_animals_i_work_with_animals_on_a_daily_or_weekly_basis,red_meat_consumption_3mo_numeric,poultry_consumption_3mo_numeric,seafood_consumption_3mo_numeric,dairy_consumption_3mo_numeric,egg_consumption_3mo_numeric,pb_meat_consumption_3mo_numeric,pb_fish_consumption_3mo_numeric,pb_milk_consumption_3mo_numeric,pb_dairy_consumption_3mo_numeric,pb_egg_consumption_3mo_numeric,pb_protein_consumption_3mo_numeric,fruits_vegetables_consumption_3mo_numeric,ma_fan_of_meat_numeric,ma_feel_bad_eating_meat_numeric,ma_meat_right_numeric,ma_meat_irreplaceable_numeric,ma_fine_meatless_diet_numeric,da_fan_of_dairy_numeric,da_feel_bad_eating_dairy_numeric,da_dairy_right_numeric,da_dairy_irreplaceable_numeric,da_fine_no_dairy_numeric,neophobia_sampling_new_foods_numeric,neophobia_dont_trust_new_foods_numeric,neophobia_dont_try_unknown_food_numeric,neophobia_particular_about_food_numeric,neophobia_like_foods_different_countries_numeric,meat_attachment_total_score,dairy_attachment_total_score,neophobia_total_score,has_cat,has_dog
367.0,female,26.0,North West,Suburban area,Bachelor's degree or equivalent,Labour,Liberal-leaning,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",No religion,60.0,70.0,35.0,20.0,20.0,2.0,3.0,3.0,100.0,80.0,Meat-eater (no restrictions on eating animal products),More than 10 years,3.0,"Yes, I have tried a vegetarian diet.",Me and my partner tried reduce our meat intake but he loves meat too much and found it difficult to cook without jt,If my partner was fully supportive and only bought meat alternatives,7.0,4.0,No,,"Plant-based meat: I have increased my consumption of plant-based meat alternatives.,Fish: I have increased my consumption of fish.",No,4.0,1.0,1.0,3.0,5.0,4.0,4.0,2.0,,Social Reasons,7.0,"I think plant-based foods are too expensive,My friends and peers eat meat and/or my family eat meat","Benefiting your health,Benefiting the animals",Once per WEEK,2-4 times per WEEK,Once per WEEK,5-6 times per WEEK,2-4 times per WEEK,Less than once per MONTH,Never,Less than once per MONTH,Never,Never,Less than once per MONTH,2-4 times per WEEK,Agree,Agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Neither disagree nor agree,Disagree,Plant-based eggs,Disagree,Agree,Neither disagree nor agree,Disagree,Agree,"It is expensive to eat a plant-based diet,It is sustainable to eat a plant-based diet",7.0,7.0,"Yes, a dog","I have a strong bond with one or more animals in my life,I encounter animals on a daily or weekly basis,I often exhibit positive feelings about animals,I feel a strong connection to other animals",Conventional meat based,2.0,2.0,4.0,3.0,6.0,5.0,1.0,,2.0,18-29,4.0,0.0,5.0,,,,,,,,True,False,True,False,False,False,False,False,,False,False,False,False,True,False,True,False,,False,False,False,True,False,False,False,True,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,True,True,False,3.0,4.0,3.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,12.0,18.0,15.0,False,True
436.0,female,46.0,West Midlands,Urban area,Bachelor's degree or equivalent,Labour,Liberal,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",Christianity,82.0,80.0,52.0,58.0,34.0,4.0,4.0,4.0,12.0,88.0,Meat-reducer (reducing meat consumption or only eating it occasionally),More than 3 years,5.0,"No, I’ve never tried a vegan or vegetarian diet.",,,7.0,7.0,Yes,Health: I was concerned about the health risks associated with red meat consumption.,Plant-based meat: I have increased my consumption of plant-based meat alternatives.,No,4.0,3.0,4.0,4.0,2.0,2.0,2.0,1.0,Foods that mimic the experience of eating meat,,3.0,I think plant-based foods are too expensive,Benefiting the animals,Never,Less than once per MONTH,1-3 times per MONTH,2-4 times per WEEK,2-4 times per WEEK,2-4 times per WEEK,Never,Never,Once per WEEK,Never,Never,2-4 times per WEEK,Strongly disagree,Agree,Neither disagree nor agree,Disagree,Disagree,Agree,Disagree,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,"Plant-based milk (including oat milk, soy milk, coconut milk, almond milk, etc.)",Agree,Disagree,Disagree,Disagree,Agree,It is expensive to eat a plant-based diet,7.0,7.0,"Yes, a dog,Yes, other (Please specify) - Rabbit",I grew up with pets,Conventional meat based,1.0,3.0,4.0,1.0,5.0,2.0,6.0,,4.0,45-59,4.0,0.0,6.0,,False,False,False,True,False,,True,False,False,False,False,False,False,False,,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False,True,,False,False,False,False,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0.0,1.0,2.0,4.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,12.0,17.0,10.0,False,True
1187.0,male,36.0,West Midlands,Urban area,Bachelor's degree or equivalent,Labour,Liberal-leaning,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",No religion,65.0,40.0,20.0,30.0,10.0,3.0,4.0,5.0,25.0,0.0,Meat-reducer (reducing meat consumption or only eating it occasionally),More than 3 years,3.0,"No, I’ve never tried a vegan or vegetarian diet.",,,2.0,2.0,Yes,Cost: I reduced my consumption due to the rising costs of red meat.,"Chicken: I have increased my consumption of chicken.,Fish: I have increased my consumption of fish.,Eggs: I have increased my consumption of eggs.,Dairy: I have increased my consumption of dairy products.",No,4.0,4.0,4.0,5.0,4.0,4.0,2.0,1.0,Foods that mimic the experience of eating meat,,6.0,"I like the taste of meat and animal products,I think plant-based foods are too expensive","Benefiting the animals,Global food security,Saving money",1-3 times per MONTH,2-4 times per WEEK,2-4 times per WEEK,5-6 times per WEEK,Once per WEEK,Never,Never,Never,Never,Never,1-3 times per MONTH,1-3 times per MONTH,Agree,Disagree,Neither disagree nor agree,Agree,Disagree,Strongly agree,Strongly disagree,Neither disagree nor agree,Agree,Disagree,"Plant-based milk (including oat milk, soy milk, coconut milk, almond milk, etc.),Plant-based cheese,Plant-based fish/seafood",Disagree,Disagree,Agree,Agree,Agree,"It is expensive to eat a plant-based diet,It is nutritious to eat a plant-based diet,It is sustainable to eat a plant-based diet",5.0,3.0,"Yes, a cat","I grew up with pets,I have a strong bond with one or more animals in my life,I often exhibit positive feelings about animals",Conventional meat based,1.0,4.0,3.0,1.0,2.0,5.0,,,3.0,30-44,4.0,1.0,5.0,,False,True,False,False,False,,True,False,False,True,False,False,True,False,,False,False,False,True,True,False,False,False,,True,True,True,True,False,False,False,False,,False,False,True,False,True,False,True,True,True,True,True,False,False,True,True,True,False,False,False,True,False,True,True,False,2.0,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,19.0,21.0,16.0,True,False
506.0,male,43.0,East Midlands,Urban area,Bachelor's degree or equivalent,Labour,Liberal,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",No religion,95.0,96.0,27.0,14.0,6.0,4.0,5.0,5.0,61.0,89.0,Meat-reducer (reducing meat consumption or only eating it occasionally),More than 3 years,5.0,"Yes, I have tried a vegetarian diet.",It was as part of a diet change to learn better ways of cooking healthy foods,it was never the intent,7.0,7.0,Yes,"Health: I was concerned about the health risks associated with red meat consumption.,Animal welfare: I was concerned about the welfare of animals raised for food.",Plant-based meat: I have increased my consumption of plant-based meat alternatives.,No,4.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,"Non-animal foods that don't taste like meat (e.g., falafel, beans)",Other (Please specify) - it was always temporary,7.0,I like the taste of meat and animal products,"Benefiting the environment,Benefiting your health,Benefiting the animals",Once per WEEK,Once per WEEK,Once per WEEK,1-3 times per MONTH,Once per WEEK,Once per WEEK,Never,Less than once per MONTH,Less than once per MONTH,Never,Less than once per MONTH,2-4 times per WEEK,Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,"Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.),Plant-based meat replacements (includes PB chicken nuggets, PB burgers, PB mince, etc.),Other plant-based alternatives to meat (including tofu, tempeh, seitan, etc.)",Strongly Agree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,"It is nutritious to eat a plant-based diet,It is ethical to eat a plant-based diet,It is sustainable to eat a plant-based diet",6.0,3.0,"Yes, a cat","I grew up with pets,I have a strong bond with one or more animals in my life,I encounter animals on a daily or weekly basis,I often exhibit positive feelings about animals,I feel a strong connection to other animals",Conventional meat based,1.0,4.0,3.0,1.0,5.0,2.0,6.0,"i have cats, they need meat",5.0,30-44,4.0,1.0,6.0,,True,False,False,True,False,,True,True,True,False,False,False,False,False,,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False,True,"Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.),Plant-based meat replacements (includes PB chicken nuggets, PB burgers, PB mince, etc.),Other plant-based alternatives to meat (including tofu, tempeh, seitan, etc.)",,,,,,,,,,,,False,True,False,True,True,True,True,False,True,False,True,True,False,3.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,,1.0,1.0,4.0,,13.0,9.0,,True,False
297.0,female,30.0,South East,Suburban area,Bachelor's degree or equivalent,Labour,Liberal,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",No religion,69.0,83.0,25.0,24.0,7.0,3.0,4.0,4.0,47.0,30.0,Meat-reducer (reducing meat consumption or only eating it occasionally),More than 10 years,4.0,"No, I’ve never tried a vegan or vegetarian diet.",,,5.0,4.0,Yes,"Health: I was concerned about the health risks associated with red meat consumption.,Environmental: I was concerned about the environmental impact of red meat production.,Cost: I reduced my consumption due to the rising costs of red meat.","No, I haven't increased my consumption of any other animal products.",No,5.0,3.0,5.0,4.0,4.0,5.0,2.0,2.0,"Non-animal foods that don't taste like meat (e.g., falafel, beans)",,7.0,"I like the taste of meat and animal products,My friends and peers eat meat and/or my family eat meat","Benefiting the environment,Benefiting the animals,Global food security",Once per WEEK,2-4 times per WEEK,Once per WEEK,2-3 times per DAY,Once per DAY,Less than once per MONTH,Never,Less than once per MONTH,Less than once per MONTH,Never,Less than once per MONTH,4 or more times per DAY,Agree,Agree,Disagree,Disagree,Neither disagree nor agree,Strongly agree,Agree,Disagree,Agree,Disagree,"Plant-based milk (including oat milk, soy milk, coconut milk, almond milk, etc.),Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.),Other plant-based alternatives to meat (including tofu, tempeh, seitan, etc.)",Agree,Disagree,Disagree,Disagree,Agree,"It is nutritious to eat a plant-based diet,It is ethical to eat a plant-based diet,It is sustainable to eat a plant-based diet",6.0,6.0,No,I grew up with pets,Conventional meat based,2.0,4.0,3.0,6.0,1.0,2.0,5.0,,5.0,30-44,4.0,0.0,6.0,,False,True,True,True,False,,True,True,False,True,False,False,False,False,,False,False,False,True,False,False,True,False,,False,False,False,False,True,True,False,False,"Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.),Other plant-based alternatives to meat (including tofu, tempeh, seitan, etc.)",False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,True,False,False,False,True,False,False,False,False,3.0,4.0,3.0,7.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,8.0,4.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,13.0,17.0,10.0,False,False
625.0,male,51.0,Greater London,Suburban area,Bachelor's degree or equivalent,Labour,Liberal-leaning,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",Christianity,60.0,90.0,30.0,15.0,3.0,3.0,3.0,3.0,50.0,60.0,Meat-reducer (reducing meat consumption or only eating it occasionally),More than 1 year,4.0,"No, I’ve never tried a vegan or vegetarian diet.",,,6.0,7.0,Yes,"Health: I was concerned about the health risks associated with red meat consumption.,Animal welfare: I was concerned about the welfare of animals raised for food.,Cost: I reduced my consumption due to the rising costs of red meat.",,No,5.0,3.0,3.0,4.0,5.0,2.0,2.0,1.0,Foods that mimic the experience of eating meat,,5.0,"I like the taste of meat and animal products,I think plant-based foods are too expensive","Benefiting the environment,Benefiting your health,Benefiting the animals",2-4 times per WEEK,2-4 times per WEEK,Once per WEEK,Once per DAY,1-3 times per MONTH,Never,Never,Never,Never,Never,Never,Once per DAY,Neither disagree nor agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Plant-based fish/seafood,Disagree,Disagree,Disagree,Neither disagree nor agree,Agree,"It is expensive to eat a plant-based diet,It is nutritious to eat a plant-based diet,It is sustainable to eat a plant-based diet",5.0,5.0,No,,,3.0,,,,1.0,,,,3.0,45-59,4.0,1.0,5.0,,True,True,False,True,False,,True,True,True,False,False,False,False,False,,False,False,False,True,True,False,False,False,,,,,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,,,,,,,,,4.0,4.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,17.0,20.0,13.0,False,False
285.0,female,35.0,Yorkshire and Humber,Suburban area,Bachelor's degree or equivalent,Conservatives,Liberal-leaning,Mixed or Multiple ethnic groups (e.g. White and Black Caribbean White and Black African White and Asian),No religion,20.0,15.0,29.0,20.0,15.0,5.0,4.0,5.0,12.0,12.0,Meat-eater (no restrictions on eating animal products),More than 10 years,2.0,"No, I’ve never tried a vegan or vegetarian diet.",,,2.0,2.0,No,,"No, I haven't increased my consumption of any other animal products.",No,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,,,3.0,I like the taste of meat and animal products,"Benefiting the environment,Benefiting the animals,Saving money",2-4 times per WEEK,Once per WEEK,Never,2-3 times per DAY,Once per WEEK,Never,Never,Never,Never,Never,Never,2-4 times per WEEK,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,"Plant-based meat replacements (includes PB chicken nuggets, PB burgers, PB mince, etc.)",Agree,,Agree,Disagree,Agree,"It is expensive to eat a plant-based diet,It is easy to eat a plant-based diet",4.0,4.0,"Yes, a dog","I grew up with pets,I have a strong bond with one or more animals in my life",Conventional meat based,2.0,4.0,2.0,6.0,3.0,5.0,1.0,,2.0,30-44,4.0,0.0,5.0,,,,,,,,True,True,False,False,False,False,True,False,,False,False,False,True,False,False,False,False,,False,False,False,False,True,True,False,False,,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,4.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,,4.0,2.0,2.0,20.0,23.0,,False,True
750.0,male,59.0,South East,Suburban area,Bachelor's degree or equivalent,Conservatives,Conservative-leaning,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",Christianity,36.0,27.0,13.0,22.0,8.0,2.0,4.0,4.0,66.0,79.0,Meat-eater (no restrictions on eating animal products),More than 10 years,3.0,"No, I’ve never tried a vegan or vegetarian diet.",,,7.0,6.0,Yes,Health: I was concerned about the health risks associated with red meat consumption.,"Plant-based meat: I have increased my consumption of plant-based meat alternatives.,Plant-based dairy alternatives: I have increased my consumption of plant-based dairy alternatives.,Chicken: I have increased my consumption of chicken.",No,4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,,,3.0,I like the taste of meat and animal products,"Benefiting the environment,Benefiting your health,Improved food safety,Saving money",2-4 times per WEEK,2-4 times per WEEK,1-3 times per MONTH,5-6 times per WEEK,Less than once per MONTH,Once per WEEK,Never,Never,Never,Never,Once per WEEK,2-4 times per WEEK,Agree,Disagree,Neither disagree nor agree,Agree,Disagree,Strongly agree,Disagree,Neither disagree nor agree,Strongly agree,Disagree,"Plant-based cheese,Plant-based meat replacements (includes PB chicken nuggets, PB burgers, PB mince, etc.)",Neither disagree nor agree,Disagree,Agree,Agree,Neither disagree nor agree,"It is nutritious to eat a plant-based diet,It is ethical to eat a plant-based diet,It is sustainable to eat a plant-based diet",5.0,4.0,No,,,,,,,,,,,3.0,45-59,4.0,1.0,3.0,,False,False,False,True,False,,False,True,True,False,True,False,True,False,,False,False,False,True,False,False,False,False,,True,False,False,False,False,False,True,True,,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,,,,,,,,,4.0,4.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,3.0,2.0,4.0,4.0,3.0,19.0,21.0,16.0,False,False
554.0,female,34.0,West Midlands,Urban area,A-Levels or equivalent,Labour,Conservative-leaning,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",Christianity,50.0,70.0,90.0,25.0,5.0,5.0,5.0,5.0,0.0,100.0,"Meat-free/Vegetarian (eats plant-based foods, eggs, and dairy)",More than 10 years,5.0,,"didnt like the texture of meat, veins and bone fragments found as a child made me sick",quorn and plant based options. restaurants adding more to the menu,7.0,7.0,Yes,"Environmental: I was concerned about the environmental impact of red meat production.,Taste: I didn't like the taste of red meat anymore.",Plant-based dairy alternatives: I have increased my consumption of plant-based dairy alternatives.,No,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,,,1.0,"I don’t know how to prepare/cook plant-based food,My friends and peers eat meat and/or my family eat meat","Benefiting the environment,Benefiting the animals",Never,Never,Never,Once per DAY,2-4 times per WEEK,Once per WEEK,Never,Never,Once per DAY,Never,Never,Never,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,"Plant-based milk (including oat milk, soy milk, coconut milk, almond milk, etc.),Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.),Plant-based eggs",Disagree,Neither disagree nor agree,Neither disagree nor agree,Strongly Agree,Neither disagree nor agree,"It is ethical to eat a plant-based diet,It is sustainable to eat a plant-based diet,It is easy to eat a plant-based diet",7.0,7.0,"Yes, a dog","I often exhibit positive feelings about animals,I feel a strong connection to other animals,I have a lot in common with the average animal",Conventional meat based,1.0,3.0,1.0,2.0,4.0,5.0,,,5.0,30-44,3.0,0.0,3.0,,False,False,True,False,True,,True,True,False,False,False,False,False,False,,False,False,True,False,False,False,True,False,,False,False,False,False,False,False,True,False,"Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.),Plant-based eggs",False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,True,False,True,False,0.0,0.0,0.0,6.0,4.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,5.0,5.0,4.0,3.0,3.0,,3.0,5.0,18.0,,False,True
382.0,female,25.0,Yorkshire and Humber,Village or rural area,GCSEs or equivalent,Labour,No political views,"White (English, Welsh, Scottish, Northern Irish or British, Gypsy or Irish Traveller, any other White background)",No religion,50.0,40.0,40.0,25.0,15.0,4.0,4.0,4.0,10.0,,Meat-eater (no restrictions on eating animal products),More than 10 years,1.0,"No, I’ve never tried a vegan or vegetarian diet.",,,2.0,1.0,No,,"No, I haven't increased my consumption of any other animal products.",No,4.0,4.0,3.0,2.0,1.0,5.0,4.0,1.0,,,2.0,"I like the taste of meat and animal products,I don't think there are good reasons to eat less meat",Benefiting the animals,5-6 times per WEEK,Once per DAY,Once per WEEK,2-3 times per DAY,Once per WEEK,Never,Never,Never,Never,Never,Never,Once per DAY,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Disagree,"Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.)",Strongly disagree,Disagree,Strongly Agree,Agree,Agree,It is expensive to eat a plant-based diet,5.0,3.0,No,I grew up with pets,Raw meat based,1.0,1.0,6.0,2.0,5.0,4.0,3.0,"Whether they would refuse it or not,",1.0,18-29,2.0,0.0,4.0,,,,,,,,True,False,False,False,False,False,False,False,,False,True,False,True,False,False,False,False,,False,False,False,False,True,True,False,False,"Other plant-based dairy products (including PB yoghurt, PB ice cream, etc.)",,,,,,,,,,,,False,False,True,False,False,False,False,False,True,False,False,False,False,5.0,6.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,,4.0,2.0,25.0,24.0,,False,False
